state_code,dist_code,mean_decision_days
23,39,350.12330913259456
23,40,393.48262972565107
23,41,296.681930477748
23,42,335.4040923776475
23,43,299.64628709977484
23,44,276.3792214558434
23,45,347.85237642978075
23,46,355.30756333014256
23,47,265.6738932244808
23,48,452.28473264118105
23,49,308.7060353646062
23,50,233.21026863928364
24,1,73.3273076923077
24,2,117.653125
24,3,52.97672691260213
24,4,147.65334542392642
25,1,127.81346859706362
25,2,194.41318075145767
25,3,73.89688740873575
25,4,87.60548064375816
25,5,126.78257686676427
25,6,64.04448871181938
25,8,75.05795148247978
25,9,89.88318584070797
26,1,285.2938213165123
26,2,269.2040498837455
26,3,302.68230482776966
26,4,236.47583672141812
26,5,224.98188519702964
26,6,257.5071452973081
26,7,224.80335094526077
26,8,304.42536061279304
26,9,280.30260763477736
26,10,240.18148294056485
26,11,233.8231925788983
27,1,351.78967083516847
29,1,376.9741597310364
29,2,400.46893372579046
29,3,486.76671915008666
29,4,391.08170536233
29,5,429.18733256186295
29,6,428.7921491250844
29,7,316.7252743094968
29,8,438.88230402128994
29,9,352.044416624381
29,10,432.08720209105627
30,1,259.8417941047528
30,2,182.8527460260059
31,1,135.6204238921002
31,2,260.86778606965174
32,1,398.62232805404807
33,1,282.54727793696276
33,2,191.49826989619376
