Name,Unique-ID,mean_decision_days
South,709,214.80412061672808
South East,712,185.88278855708384
Chandigarh,218,257.47268480909827
Adilabad,664,227.7148060416189
Hydrabad,656,277.68051768205635
Karimnagar,658,361.7063122694522
Khammam,674,289.3587188106624
Mahabubnagar,684,292.30152654258734
Medak,660,353.19499357619463
Nalgonda,662,373.3166347992352
Nizamabad,659,291.105780742261
Rangareddy,661,302.9649060867109
Warangal (R),676,356.4836977482422
North Goa,219,206.15968721611657
South Goa,220,135.6708872994394
Diu,87,68.51464646464646
Daman,86,121.40360501567396
Dadra & Nagar Haveli,121,254.86307782328848
