Name,Unique-ID,decision_time
Jammu,70.0,114.82589789015944
Jamnagar,112.0,91.3820558050032
Jamtara,135.0,31.509251101321585
Jamui,193.0,88.71016081871345
Janjgir-Champa,343.0,51.09319787985866
Jashpur,341.0,55.079202861522745
Jaunpur,609.0,73.06209216965742
Jehanabad,173.0,70.05474732006125
Jhabua,30.0,39.19635860797419
Jhajjar,202.0,118.87297088379285
Jhalawar,647.0,40.18917896329928
Jhansi,638.0,45.33630515743143
Jhargram,716.0,205.5696335078534
Jharsuguda,511.0,52.47817047817048
Jhunjhunun,514.0,54.567579849389766
Jind,208.0,64.05970677810043
Jodhpur,521.0,96.86636326023996
Jodhpur,521.0,13.36916511069618
Jorhat,266.0,121.52779128180195
Junagadh,108.0,89.13308541807528
Jyotiba Phule Nagar,586.0,93.26910150123236
Kabeerdham,323.0,54.07478202548625
Kachchh,102.0,66.71452145214522
Kadapa(YSR),134.0,79.06867716395338
Kaimur (Bhabua),186.0,68.38453417788334
Kaithal,204.0,70.2750792514572
Kalahandi,503.0,148.4590368980613
Kalimpong,718.0,90.7539393939394
Kamrup,257.0,190.72232142857143
Kamrup Metropolitan,263.0,42.39378415300546
Kancheepuram,633.0,60.922271169848266
Kandhamal,492.0,90.33092948717947
Kangra,59.0,48.6766111898017
Kannauj,583.0,85.09921313718782
Kanniyakumari,634.0,51.16104010577346
Kannur,358.0,101.65955826351866
Kanpur Dehat,608.0,88.82638704539421
Kanpur Nagar,597.0,93.75119494708092
Kanshiram Nagar,562.0,124.88194444444444
Kapurthala,400.0,72.14473265436028
Karauli,653.0,42.2470572675572
Karbi Anglong West,693.0,67.89159027500996
Kargil,84.0,52.0235294117647
Karimganj,244.0,93.0364406779661
Karimnagar,658.0,101.40058002537612
Karnal,206.0,82.44086909826923
Karur,556.0,80.32821202227771
Kasaragod,363.0,138.12751882760026
Kathua,83.0,110.80882352941175
Katihar,196.0,41.69105521344328
Katni,37.0,28.2131009277481
Kaushambi,602.0,133.5264730999146
Kendrapara,505.0,94.45482156416097
Kendujhar,506.0,108.55365474339035
Khagaria,188.0,39.28771112405358
Khammam,674.0,96.22307692307692
Khandwa (East Nimar),32.0,52.807417141188495
Khargone (West Nimar),26.0,30.06420438235575
Kheda,120.0,62.74360313315927
Khordha,493.0,76.02834366696192
Khowai,299.0,290.56229508196725
Khunti,139.0,117.3489077669903
Kinnaur,54.0,40.98837796867104
Kishanganj,163.0,88.82080659945005
Kishtwar,85.0,162.41056910569105
Koch Bihar,393.0,48.343850978901344
Kodagu,441.0,95.78575190940217
Kodarma,144.0,27.04528636969068
Kokrajhar,265.0,93.08446671438796
Kolar,427.0,74.66592445983837
Kolhapur,455.0,82.21157637410299
Kolkata,380.0,132.3544923714447
Kollam,362.0,179.31522868023234
Kondagaon,329.0,80.61873990306947
Koppal,445.0,67.60566119273984
Koraput,488.0,64.22257425742573
Korba,339.0,25.36278977610461
Koriya,337.0,111.47887323943662
Kota,529.0,24.328615548237988
Kottayam,366.0,130.78047389906268
Kozhikode,365.0,180.47281870572257
Krishna,123.0,87.35116004718836
Krishnagiri,643.0,51.540170085042526
Kulgam,66.0,90.5568400770713
Kullu,55.0,40.76352989615262
Kupwara,80.0,83.53591160220994
Kurnool,129.0,119.62876891907996
Kurukshetra,207.0,203.62380125086867
Kushinagar,614.0,89.81628051624942
Lakhimpur,251.0,89.51254309201803
Lakhimpur,251.0,110.45122587376108
Lakhisarai,192.0,44.84221748400853
Lalitpur,641.0,81.21634014172572
Latehar,138.0,33.44038573933371
Latur,450.0,68.89801053707636
Leh(Ladakh),71.0,47.325842696629216
Lohardaga,146.0,49.01367461430575
Lucknow,592.0,73.706224945163
Ludhiana,406.0,120.32205771291076
Madhepura,162.0,39.04873605101344
Madhubani,180.0,84.39935669544607
Madurai,553.0,38.1822218023805
Mahabubnagar,684.0,79.01697643787503
Mahamaya Nagar,580.0,107.38800083039236
Mahasamund,342.0,48.11333333333334
Mahendragarh,210.0,68.46476426799006
Mahesana,104.0,127.12117854444725
Mahisagar,117.0,82.16166460396039
Mahoba,611.0,55.84498770827642
Mahrajganj,612.0,84.24238935789205
Mainpuri,585.0,68.9238661424873
Malappuram,370.0,182.6361267397098
Maldah,381.0,108.52317880794702
Malkangiri,495.0,91.4506172839506
Mandi,61.0,31.352811800841828
Mandla,43.0,44.38653001464129
Mandsaur,25.0,45.68475565280817
Mandya,418.0,72.7665582151987
Mansa,403.0,75.15893727401352
Mathura,576.0,64.96540321236036
Mau,618.0,66.3815751235106
Mayurbhanj,494.0,120.25940594059404
Medak,660.0,90.00416736122688
Meerut,568.0,41.36974405128448
Mewat,201.0,74.00601360974838
Mirzapur,613.0,53.60951405843901
Moga,410.0,68.47894613032229
Moradabad,559.0,33.73996775145913
Morbi,118.0,69.89681424221129
Morena,28.0,39.11317034700315
Morigaon,249.0,99.61287758346582
Muktsar,409.0,74.90555990602975
Mumbai,481.0,207.875216423448
Mumbai,481.0,299.4029850746268
Mumbai,481.0,175.12080057183704
Mumbai,481.0,174.96424056348204
Mumbai,481.0,127.96586599241468
Mumbai,481.0,143.62001399580126
Mumbai,481.0,63.88606352970034
Mumbai,481.0,117.9531998222778
Mungeli,320.0,61.99649122807018
Munger,189.0,44.69234107181601
Murshidabad,379.0,119.48566675198362
Muzaffarnagar,622.0,89.25066231013777
Muzaffarpur,170.0,89.89891234804863
Mysore,419.0,76.23331924989438
Nabarangapur,489.0,166.55038759689924
Nadia,377.0,112.98075284090908
Nagaon,254.0,95.43582295988936
Nagapattinam,631.0,41.668463006624
Nagaur,518.0,32.7356242045586
Nagpur,483.0,63.39569754970712
Nainital,345.0,57.5424908829705
Nalanda,195.0,62.90137857900319
Nalbari,241.0,123.68070175438598
Nalgonda,662.0,195.1948279640588
Namakkal,558.0,140.4080808080808
Nanded,460.0,66.6293006993007
Nandurbar,468.0,71.49920729290527
Narmada,98.0,88.01806825786304
Narsimhapur,8.0,37.88771448181195
Nashik,452.0,77.68304892913112
Navsari,110.0,43.27761435505221
Nawada,167.0,65.23490312544195
Nayagarh,500.0,77.4930612244898
Neemuch,21.0,41.90811455847255
New Delhi,705.0,82.40855823863636
Nizamabad,659.0,92.6378920953576
North,710.0,69.81053362122147
North East,711.0,64.93441476716542
North Goa,219.0,55.90932160378955
North Tripura,304.0,175.0016583747927
North West,704.0,118.04642962092272
Nuapada,510.0,131.25794621026895
Osmanabad,453.0,62.024011299435024
Pakur,158.0,32.51367950865438
Palakkad,368.0,200.19493054302723
Palamu,149.0,32.40158240061752
Pali,530.0,19.498460836848704
Palwal,199.0,74.07128737336299
Panch Mahals,119.0,94.47639565380292
Panchkula,200.0,68.81380910145323
Panipat,209.0,86.46870720902135
Panna,9.0,34.82982142857142
Parbhani,458.0,83.65609731777843
Paschim Barddhaman,717.0,86.9763958898798
Paschim Medinipur,394.0,55.57071090847686
Pashchim Champaran,169.0,57.00600126342388
Pashchimi Singhbhum,140.0,39.53435897435897
Patan,105.0,143.3317910447761
Pathanamthitta,359.0,147.10911875438708
Pathankot,396.0,105.437848315968
Patiala,398.0,61.39655959811235
Patna,182.0,60.732239182830256
Perambalur,554.0,19.173265758631608
Pilibhit,584.0,68.94461990451707
Pithoragarh,355.0,62.95099540581929
Porbandar,114.0,61.461381521422325
Prakasam,122.0,89.33764976400823
Pratapgarh,524.0,79.52645085768313
Pratapgarh,605.0,79.52645085768313
Pratapgarh,605.0,47.80989081567116
Pratapgarh,524.0,47.80989081567116
Puducherry,269.0,104.0621212121212
Pudukkottai,628.0,57.087555814404965
Pulwama,74.0,91.23117395593556
Punch,79.0,128.0863309352518
Pune,465.0,53.40621973826191
Purba Champaran,191.0,58.6288679245283
Purba Medinipur,386.0,108.18236658932716
Purbi Singhbhum,143.0,24.61026444476095
Puri,485.0,81.81654228855722
Purnia,161.0,93.25051105742428
Puruliya,392.0,44.15231187669991
Rae Bareli,619.0,87.86861966791524
Raichur,426.0,81.34163673278151
Raigarh,340.0,39.79426523297491
Raigarh,475.0,39.79426523297491
Raipur,334.0,29.84291651667375
Raisen,2.0,58.80520346897932
Rajgarh,42.0,40.1038000510074
Rajkot,101.0,174.58316943329925
Rajnandgaon,344.0,46.06930693069307
Rajouri,69.0,152.5459140690817
Rajsamand,531.0,70.52921535893155
Ramanagara,447.0,64.06959037612305
Ramanathapuram,544.0,45.86541837331773
Ramban,75.0,96.59574468085108
Ramgarh,155.0,73.33083535375799
Rampur,574.0,55.25644699140402
Ranchi,157.0,60.21820908579641
Rangareddy,661.0,109.83340201330428
Ratlam,18.0,35.54316083315439
Ratnagiri,469.0,78.34456721915286
Rayagada,512.0,87.77212806026365
Reasi,68.0,156.86970684039088
Rewa,11.0,46.07567251461988
Rewari,215.0,60.75232774674116
Ribhoi,308.0,176.32978723404256
Rohtak,216.0,104.1520756740196
Rohtas,187.0,78.6762814624288
Rudraprayag,352.0,352.8389261744967
Rupnagar,412.0,72.91374287523749
Sabar Kantha,94.0,65.83089792460822
Sagar,20.0,42.23016082256788
Saharanpur,624.0,115.74207479555272
Saharsa,174.0,72.21316165951359
Sahibganj,147.0,31.283931698774072
Sahibzada Ajit Singh Nagar,416.0,95.27320061255745
Salem,552.0,69.15771913861086
Samastipur,185.0,77.21412803532009
Samba,81.0,86.45856873822976
Sambalpur,497.0,61.399377593361
Sambhal,560.0,121.76790440898436
Samli,566.0,243.4419486872317
Sangli,463.0,77.31339532545866
Sangrur,402.0,83.03446158045584
Sant Kabir Nagar,601.0,93.70806241872562
Sant Ravidas Nagar (Bhadohi),598.0,55.64668234064786
Saraikela-Kharsawan,136.0,35.71410321921308
Saran,171.0,85.99280457890433
Satara,462.0,38.4676512371256
Satna,15.0,38.87348668280872
Sawai Madhopur,651.0,45.422148125694655
Sehore,6.0,64.87210041309183
Senapati,701.0,40.223958333333336
Seoni,31.0,24.265575501583942
Shahdara,714.0,73.0802009509285
Shahdol,49.0,33.119675456389444
Shahid Bhagat Singh Nagar,417.0,62.92878620034816
Shahjahanpur,581.0,65.14819126819127
Shajapur,44.0,45.6863886194633
Sheikhpura,172.0,81.82010869565218
Sheohar,178.0,181.94773519163763
Sheopur,27.0,34.95438066465257
Shimla,57.0,38.88004575594245
Shimoga,439.0,73.84646670055922
Shivpuri,45.0,63.38181818181818
Shrawasti,567.0,123.37760416666669
Shupiyan,67.0,34.63115264797507
Siddharthnagar,599.0,45.04536469658035
Sidhi,38.0,46.04844559585492
Sikar,516.0,41.10068444956182
Simdega,137.0,52.17778772951186
Sindhudurg,454.0,84.47221369358306
Singrauli,40.0,41.836777399947685
Sirmaur,53.0,26.77671501868626
Sirohi,539.0,43.48835056318469
Sirsa,213.0,86.80740271062852
Sitamarhi,190.0,42.603257490985946
Sitapur,565.0,39.27083413378414
Sivaganga,541.0,28.45683704335685
Sivasagar,243.0,90.15296279283416
Siwan,177.0,99.03686087990488
Solan,52.0,34.06395490448519
Solapur,451.0,67.47678416104046
Sonbhadra,640.0,69.89405460207111
Sonipat,205.0,99.51331036642657
Sonitpur,260.0,86.79527879527879
South,709.0,103.44228903976722
South East,712.0,87.62085239863018
South Goa,220.0,53.15531424810793
South Tripura,306.0,193.68592592592591
South Twenty Four Parganas,382.0,134.55957824723177
South West,707.0,167.28524277866384
Sri Potti Sriramulu Nellore,126.0,141.4042279411765
Srikakulam,128.0,82.85665155541659
Srinagar,72.0,78.09149623250808
Subarnapur,484.0,164.8514619883041
Sultanpur,588.0,49.86699795381468
Sundargarh,508.0,58.48798235942668
Supaul,181.0,100.84586466165412
Surajpur,332.0,74.99938912645082
Surat,111.0,76.65773408744052
Surendranagar,96.0,94.3190714225197
Surguja,327.0,68.52298352124892
Tamenglong,280.0,49.27135678391959
Tapi,113.0,134.5203187250996
Tarn Taran,399.0,74.02357274401473
Tehri Garhwal,353.0,33.170529327610865
Thane,479.0,85.95652936021035
Thanjavur,542.0,54.96467958271237
The Nilgiris,646.0,43.9388135142325
Theni,551.0,27.87895555939823
Thiruvallur,548.0,120.04406677695891
Thiruvananthapuram,369.0,180.01965583173995
Thiruvarur,547.0,30.967753450737742
Thoothukkudi,635.0,40.987800139871005
Thoubal,284.0,44.09187579753296
Thrissur,367.0,168.13626881032516
Tikamgarh,22.0,54.57755006986493
Tinsukia,245.0,80.35029686174724
Tiruchirappalli,549.0,65.26335133513352
Tirunelveli,545.0,43.86342909256726
Tiruppur,550.0,85.6790366815221
Tiruvannamalai,543.0,44.63642269380684
Tonk,526.0,32.65115651156511
Tumkur,443.0,48.08663410460266
Udaipur,536.0,50.135649756775535
Udalguri,261.0,73.58599333015722
Udham Singh Nagar,357.0,87.31150067424389
Udhampur,77.0,57.78280680437424
Udupi,436.0,53.62004827488286
Ujjain,10.0,72.76753782668501
Umaria,33.0,23.89047461002323
Una,51.0,32.56499768196569
Unnao,616.0,99.99851601325236
Uttar Bastar Kanker,325.0,65.23150224215246
Uttar Dinajpur,385.0,58.86943927167391
Uttara Kannada,429.0,75.70323325635104
Uttarkashi,349.0,62.96411764705882
Vadodara,92.0,158.51572743419987
Vaishali,176.0,161.67664670658684
Valsad,115.0,87.95346020761245
Varanasi,604.0,65.50989796541822
Vellore,629.0,52.07004801920768
Vidisha,50.0,49.28651527894589
Viluppuram,632.0,103.44977084107518
Virudhunagar,546.0,32.0
Visakhapatnam,125.0,69.74707955689829
Vizianagaram,131.0,87.72690272690274
Warangal (R),676.0,134.07359204921912
Wardha,470.0,113.81663258350376
Washim,448.0,95.59474178403757
Wayanad,371.0,144.12412201485049
West,708.0,75.3642920409971
West Garo Hills,312.0,75.4908088235294
West Godavari,133.0,124.1200278440732
West Jaintia Hills,315.0,186.97222222222223
West Khasi Hills,310.0,651.0
West Tripura,301.0,95.5
Yadgir,421.0,73.1172032193159
Yamunanagar,198.0,97.38479875309434
Yavatmal,459.0,68.92800756059594
,,63.15590813591249
,,97.17354164325052
,,131.10561270348546
,,137.5298913043478
,,115.7671497584541
,,194.62202380952385
,,52.1174089068826
,,39.76344086021505
,,62.51079136690647
,,41.14351851851852
